timestamp,person_id,dominant_emotion
2025-06-22 21:49:44,user,surprise
2025-06-22 21:49:44,user,surprise
2025-06-22 21:49:45,user,surprise
2025-06-22 21:49:45,user,surprise
2025-06-22 21:49:45,user,happy
2025-06-22 21:49:45,user,surprise
2025-06-22 21:49:46,user,happy
2025-06-22 21:49:46,user,surprise
2025-06-22 21:49:47,user,neutral
2025-06-22 21:49:47,user,surprise
2025-06-22 21:49:47,user,surprise
2025-06-22 21:49:47,user,surprise
2025-06-22 21:49:48,user,surprise
2025-06-22 21:49:48,user,surprise
2025-06-22 21:49:48,user,surprise
2025-06-22 21:49:48,user,surprise
2025-06-22 21:49:48,user,surprise
2025-06-22 21:49:49,user,surprise
2025-06-22 21:49:49,user,surprise
2025-06-22 21:49:49,user,surprise
2025-06-22 21:49:49,user,surprise
2025-06-22 21:49:49,user,surprise
2025-06-22 21:49:50,user,surprise
2025-06-22 21:49:50,user,surprise
2025-06-22 21:49:50,user,surprise
2025-06-22 21:49:51,user,surprise
2025-06-22 21:49:51,user,surprise
2025-06-22 21:49:51,user,surprise
2025-06-22 21:49:52,user,surprise
2025-06-22 21:49:52,user,surprise
2025-06-22 21:49:52,user,surprise
2025-06-22 21:49:53,user,surprise
2025-06-22 21:49:53,user,fear
2025-06-22 21:49:59,user,neutral
2025-06-22 21:49:59,user,sad
2025-06-22 21:49:59,user,angry
2025-06-22 21:49:59,user,neutral
2025-06-22 21:50:00,user,neutral
2025-06-22 21:50:00,user,fear
2025-06-22 21:50:14,user,surprise
2025-06-22 21:50:14,user,surprise
2025-06-22 21:50:14,user,surprise
2025-06-22 21:50:15,user,surprise
2025-06-22 21:50:15,user,sad
2025-06-22 21:50:15,user,fear
2025-06-22 21:50:16,user,surprise
2025-06-22 21:50:17,user,happy
2025-06-22 21:50:17,user,surprise
2025-06-22 21:50:17,user,surprise
2025-06-22 21:50:18,user,surprise
2025-06-22 21:50:18,user,happy
2025-06-22 21:50:18,user,surprise
2025-06-22 21:50:19,user,surprise
2025-06-22 21:50:19,user,surprise
2025-06-22 21:50:19,user,surprise
2025-06-22 21:50:20,user,happy
2025-06-22 21:50:20,user,surprise
2025-06-22 21:50:20,user,surprise
2025-06-22 21:50:20,user,surprise
2025-06-22 21:50:21,user,surprise
2025-06-22 21:50:21,user,surprise
2025-06-22 21:50:21,user,surprise
2025-06-22 21:50:21,user,surprise
2025-06-22 21:50:22,user,surprise
2025-06-22 21:50:22,user,surprise
2025-06-22 21:50:22,user,surprise
2025-06-22 21:50:22,user,surprise
2025-06-22 21:50:23,user,angry
2025-06-22 21:50:23,user,sad
2025-06-22 21:50:23,user,angry
2025-06-22 21:50:23,user,angry
2025-06-22 21:50:24,user,angry
2025-06-22 21:50:24,user,angry
2025-06-22 21:50:24,user,angry
2025-06-22 21:50:24,user,angry
2025-06-22 21:50:25,user,surprise
2025-06-22 21:50:25,user,surprise
2025-06-22 21:50:25,user,surprise
2025-06-22 21:50:25,user,surprise
2025-06-22 21:50:25,user,surprise
2025-06-22 21:50:26,user,surprise
2025-06-22 21:50:26,user,surprise
2025-06-22 21:50:26,user,angry
2025-06-22 21:50:26,user,surprise
2025-06-22 21:50:27,user,angry
2025-06-22 21:50:27,user,angry
2025-06-22 21:50:27,user,angry
2025-06-22 21:50:27,user,angry
2025-06-22 21:50:27,user,angry
2025-06-22 21:50:28,user,angry
2025-06-22 21:50:28,user,angry
2025-06-22 21:50:28,user,angry
2025-06-22 21:50:28,user,angry
2025-06-22 21:50:28,user,angry
2025-06-22 21:50:29,user,angry
2025-06-22 21:50:29,user,angry
2025-06-22 21:50:29,user,angry
2025-06-22 21:50:29,user,angry
2025-06-22 21:50:30,user,angry
2025-06-22 21:50:30,user,surprise
2025-06-22 21:50:30,user,surprise
2025-06-22 21:50:30,user,surprise
2025-06-22 21:50:31,user,surprise
2025-06-22 21:50:31,user,surprise
2025-06-22 21:50:31,user,surprise
2025-06-22 21:50:31,user,surprise
2025-06-22 21:50:31,user,surprise
2025-06-22 21:50:32,user,surprise
2025-06-22 21:50:32,user,surprise
2025-06-22 21:50:32,user,surprise
2025-06-22 21:50:32,user,surprise
2025-06-22 21:50:32,user,surprise
2025-06-22 21:50:33,user,surprise
2025-06-22 21:50:33,user,surprise
2025-06-22 21:50:33,user,surprise
2025-06-22 21:50:34,user,surprise
2025-06-22 21:50:34,user,surprise
2025-06-22 21:50:34,user,surprise
2025-06-22 21:50:35,user,angry
2025-06-22 21:50:35,user,angry
2025-06-22 21:50:35,user,surprise
2025-06-22 21:50:35,user,angry
2025-06-22 21:50:35,user,surprise
2025-06-22 21:50:36,user,surprise
2025-06-22 21:50:36,user,angry
2025-06-22 21:50:36,user,angry
2025-06-22 21:50:37,user,angry
2025-06-22 21:50:37,user,angry
2025-06-22 21:50:37,user,angry
2025-06-22 21:50:37,user,angry
2025-06-22 21:50:37,user,angry
2025-06-22 21:50:38,user,angry
2025-06-22 21:50:38,user,angry
2025-06-22 21:50:38,user,angry
2025-06-22 21:50:38,user,angry
2025-06-22 21:50:39,user,angry
2025-06-22 21:50:39,user,surprise
2025-06-22 21:50:39,user,surprise
2025-06-22 21:50:39,user,surprise
2025-06-22 21:50:39,user,surprise
2025-06-22 21:50:40,user,surprise
2025-06-22 21:50:41,user,happy
2025-06-22 21:50:43,user,fear
2025-06-22 21:50:44,user,happy
2025-06-22 21:50:47,user,surprise
2025-06-22 21:50:48,user,happy
2025-06-22 21:50:51,user,surprise
2025-06-22 21:50:52,user,surprise
2025-06-22 21:50:52,user,surprise
2025-06-22 21:50:52,user,surprise
2025-06-22 21:50:52,user,surprise
2025-06-22 21:50:53,user,surprise
2025-06-22 21:50:53,user,surprise
2025-06-22 21:50:53,user,surprise
2025-06-22 21:50:53,user,surprise
2025-06-22 21:50:54,user,surprise
2025-06-22 21:50:54,user,surprise
2025-06-22 21:50:54,user,surprise
2025-06-22 21:50:54,user,surprise
2025-06-22 21:50:54,user,surprise
2025-06-22 21:50:55,user,surprise
2025-06-22 21:50:55,user,surprise
2025-06-22 21:50:55,user,surprise
2025-06-22 21:50:56,user,surprise
2025-06-22 21:50:56,user,surprise
2025-06-22 21:50:56,user,surprise
2025-06-22 21:50:56,user,surprise
2025-06-22 21:50:57,user,surprise
2025-06-22 21:50:57,user,surprise
2025-06-22 21:50:57,user,surprise
